"superficieDE","NPOP7KM","NM7KM","ND7KM","NPOP5KM","NM5KM","ND5KM","NPOP3KM","NM3KM","ND3KM","routes_longueur_7Km","nombre_routes_7KM","routes_longueur_5Km","nombre_routes_5KM","routes_longueur_3Km","nombre_routes_3KM","DIST_route_PLUS PROCHE","DIST_DOUARS_PLUS PROCHE","MEAN ALTITUDE","MEAN PENTE"
14.4143,217.872690436989,306.304342542815,6.5597457959712,4717,985,8,2329,334,2,120.843410935976,15.7725761347018,52.7524679396207,9.52660318874115,19.8491527337538,6.82541384318282,10.9406539241418,46.2085804917596,413.532976134113,6.6131770557856
0.798513,112.891252930761,175.76576810337,3.52056171320173,2415,831,5,886,145,2,112.80004341713,23.6796192865182,62.0917171607564,14.9725811737926,26.0736596989296,12.2868313130848,9.08930700168365,44.6671630189804,145.061545093606,6.48451911375275
47.1761,103.109466747767,86.3660830521849,4.02374658819718,663,85,4,294,38,2,38.9233098590634,6.82246111633195,15.7242943179633,3.47609101536218,6.17016777085847,2.37886580797276,14.2140715281936,46.5556278291333,302.990444528639,11.7524478376558
0.954483,221.383079036887,270.171769422035,8.21157782028964,6452,930,19,2501,357,5,71.7552248563439,9.69284745424764,26.8923848468281,5,11.0384644893977,3.35138826167405,6.43314549347226,38.5863421153385,249.65844286198,9.55941610433788
9.58543,153.794736753204,156.026196687534,6.5597457959712,1876,268,8,-1,-1,-1,45.3550026258879,8.16397695266985,12.6292931536662,3.59385963793739,3.19451974754002,1.22865469807759,15.1077318314788,59.1081634872235,235.063441289406,10.9355444782928
10.7115,147.586095610521,182.676748079256,6.26256279129323,2921,614,10,489,69,0,120.617680812116,23.9271294083148,39.7606986933911,8.94913717944543,12.9694930933395,5.45639552591273,15.2497365052456,52.821339784889,164.79470932667,3.44907889754606
24.9825,177.599554565149,215.372879241169,7.37380818787575,3605,582,15,974,135,3,70.972125023181,11.1870765497029,26.2640192196091,5.84471771197699,1.82874301394485,1.89864830730607,18.8771699075131,44.7684446493405,343.91618492714,9.73603147946752
17.1705,190.405821117761,295.928261288112,6.10813523100386,5247,907,11,2599,385,5,96.961561686142,14.8548178388417,41.5734603881664,9.12617250247384,13.8805969773199,5.60873730420949,11.5084370646949,49.3904973468122,224.675215460771,3.69031861612253
8.42862,155.949358973058,210.937648840098,5.61785797783917,4093,619,9,1027,174,1,62.212384096327,14.0085273582279,23.8529054766347,6.62711015219498,9.74045833395121,5,11.8865311196512,32.1625434775582,147.268970375039,10.4680948681802
1.94822,219.178660815188,279.701556199253,6.70299842836727,5293,855,11,1453,196,2,71.493105896058,13.5692525298903,29.4794735913219,7.27009727274566,10.4475223132829,4.51826969357939,8.55025885275123,44.4044623682071,388.897390915466,8.90885136841766
1.15033,184.086001622906,225.498287423917,8.9610660186185,5149,826,21,1863,303,8,77.3684867735777,11.8015213248702,32.2937118506569,6.55789624365015,9.9191983046923,4.36085615277429,6.80658210659023,24.3323208870149,282.191376352513,6.09155183325458
3.24612,141.61058456813,146.573936834646,6.97988832319866,2922,418,16,635,93,4,48.5791651034252,8.27400751061499,21.6681536190558,5.29462068239259,7.54543849217219,2.37886580797276,5.70569255800386,28.3684679680316,315.50807906667,6.78178792732031
4.78974,169.534253139133,249.24761189684,7.37380818787575,4569,848,17,1913,285,4,68.1788804990294,11.6832741675456,33.0954716703066,6.79327909120368,12.7967610866902,4.51826969357939,13.4359340931837,18.2205251852887,98.2901606600801,7.92114273386598
1.26424,162.085343647749,221.035287639545,6.26256279129323,4412,664,10,534,82,1,66.4228827031705,14.0722198768646,26.8915613871247,6.76079022524674,9.77385810003842,4.8717524291741,14.5628122421263,39.5621522321963,157.779706779352,7.81564396412063
1.94999,185.008021218342,214.442399422336,6.84298204711638,3655,555,14,2033,299,7,70.0592257638288,11.3463658460491,30.2905313806387,5.8895321224139,10.3540550643019,3.07697133101089,12.2503915586395,36.1984260227108,185.187834055532,9.6878565363401
9.47861,108.036357627831,107.881204605213,4.47456858972272,1878,308,6,1268,218,4,22.3727869834574,4.72981827162529,11.7037929933099,2.37886580797276,4.33203259726873,1.59753955386447,15.5571693033072,35.3747609776883,160.606354086679,6.91723936906746
6.63498,187.726118391749,231.841789619667,7.62384726823923,2999,397,11,992,137,2,79.1558506525258,12.1992880667869,24.5992374183022,5.84471771197699,3.46831936658214,3.07697133101089,18.4434548168375,55.1754568163822,342.0862139338,9.42758001577907
20.3611,105.256701422335,93.6013121358807,4.25480019260307,1074,152,2,678,91,0,50.6252245084493,8.43462673607566,21.2975675938368,5.40358274630922,5.84651607608067,3.35138826167405,17.0897793976173,54.3762807228644,142.628830509843,7.42961127897666
38.4398,218.29071700823,295.014276176719,6.70299842836727,6202,970,12,2679,364,4,129.084612279887,16.6130254073153,54.7472850011472,9.81006531143363,15.3606030599746,6.33966577633028,8.06472775020667,39.41868944857,325.641425237997,8.4523909032124
3.2145,130.544332206247,125.375746904836,5.61785797783917,1938,267,8,703,96,2,46.046628426932,8.05143297459921,15.115204252875,4.27800368129042,3.89909222935126,2.92446596230557,13.2332473527754,34.8766893843228,69.52899674211,8.96123717802953
6.82442,130.181693134866,218.154122391705,4.47456858972272,3693,1217,8,1272,464,2,84.969067653968,14.423271238539,31.2319422890395,7.12902417161733,13.8227322624767,5.45639552591273,14.9783038066816,44.7422909604878,202.010842647881,7.08105679456324
0.770779,175.561257035424,187.387218456508,6.97988832319866,4334,579,15,2054,265,6,84.6632348822129,11.5931417351632,36.8435363100423,6.98106495240885,14.8516468194212,5.50816239137893,13.4566116553548,43.4720932184175,348.236084216672,6.29659079427673
1.46804,139.788574998129,215.256662968816,4.88544234765695,2532,484,5,1330,308,1,94.8801469881639,13.7038225123061,37.2417668109104,7.07070885301868,15.7913382603884,5.7528000640557,7.57875260640322,43.4387023869016,371.189165491076,7.33974898771972
2.70208,126.280941686597,143.825796702485,5.07858283255199,1987,350,6,697,133,1,42.5477393546227,9.3054253855058,18.1093726447997,5.7528000640557,3.44105931891593,3.07697133101089,14.7835705989125,55.3857681879795,99.1801207683977,8.53270513308404
1.35247,156.417170786503,172.202850496602,7.62384726823923,3737,548,17,2462,368,10,71.1099942494095,10.923394589982,30.8822728600045,6.82541384318282,12.3620812544153,5.50816239137893,4.64992883297993,27.3081972321814,283.363298932087,3.5355216876058
4.87495,167.952934661335,215.256662968816,4.68441189007035,4232,736,7,1535,213,1,95.2996549033965,13.770187523854,38.6035405413382,7.89291069932093,14.8771808899844,6.33966577633028,12.1250023988472,52.829780297639,409.972674840436,10.3195548565363
1.73549,174.374601346112,211.523487075265,7.24514960229048,3425,445,14,833,119,2,64.3816568959328,10.6124639332809,25.2603141686225,5.60873730420949,1.95905086438392,2.15484540552628,19.0076576085444,39.6918247248604,361.040597992121,7.72905309020698
5.52799,216.036694159492,361.643644784129,7.11389130854694,3854,978,11,2011,290,4,139.488116128631,17.6144652137139,48.5418424985584,8.5283118148207,15.9297300079687,6.06178411138059,11.9382901259294,31.1939891301053,364.82885171389,7.01742275465788
8.69118,116.456743159687,109.124889245355,4.25480019260307,2201,301,7,1228,170,4,49.5796019176735,8.38165676719249,23.9042296289222,5.18084002320199,10.9339996660767,3.35138826167405,8.85164932489323,32.1555146735948,103.051651497102,8.55849795650008
16.758,164.457201706625,210.351117166485,4.47456858972272,2467,339,4,1535,213,1,86.77177221888,13.2923499712945,33.436574787108,7.53421221067051,13.3994237970738,5.8895321224139,12.20665931139,52.2270575024671,418.605904398775,10.7839493645958
1.74022,191.401137535434,215.256662968816,8.21157782028964,5112,706,19,688,96,4,61.9519621847709,9.7753814775829,22.2462121925318,5.7528000640557,5.99910516483622,3.35138826167405,16.389372770345,48.2533510312501,382.554230363716,10.0978659941667
4.04164,123.011999424055,115.104596536937,6.26256279129323,823,105,4,-1,-1,-1,47.2186868481514,8.43462673607566,16.4736363395161,3.70550563296124,6.40386275653389,1.59753955386447,12.4114599776033,60.4857996234877,450.797093624158,11.5483385317919
0.62416,141.513065607282,263.702788702605,4.68441189007035,3830,1116,9,1471,597,3,82.7914959242653,12.805387672258,38.2367262856697,8.60214054842041,12.5042451483399,4.93670377332229,8.54272170810194,28.2040482825854,240.669579899182,8.01751679182053
1.75906,201.184645089141,238.891038055306,7.62384726823923,4484,663,14,2200,327,7,69.62914220884,9.85672049777662,28.8857935087071,5.7528000640557,12.7341956447006,4.27800368129042,11.9117912463545,33.6603576827181,259.155885099065,10.0709190653025
37.1586,167.434353069264,263.702788702605,5.61785797783917,3978,905,8,2100,612,3,112.43603028712,15.2455778216935,41.9420071829051,8.78000671489414,13.5630063216876,5.50816239137893,9.10837746760731,39.6510281197635,408.240367557391,7.30049330180961
16.0517,142.637477854116,136.008830980999,5.94943611308858,3029,401,11,945,123,4,74.0642927406733,10.5051373293819,31.9159704712194,6.48698354997035,12.3542963997205,5,14.37928413425,50.1319478724324,355.957205124265,8.70193293242589
0.578561,208.266497569156,318.797253339349,6.84298204711638,5288,904,11,2976,431,6,109.588613793612,13.770187523854,44.5196207542365,8.70996493320634,14.9945234010472,6.18426914720145,7.66580510496189,34.2485168608342,150.642735722334,8.84291508539104
7.82472,198.479425378267,226.409118976186,6.97988832319866,5965,828,13,1240,161,3,87.5215556646244,12.8305585909869,33.8696337217614,7.65833754157984,6.99635798635367,4.1028210151304,12.0663067781002,33.9087949638445,309.086984027784,9.69960291581049
8.14847,142.263647534644,136.573422073809,6.5597457959712,2645,343,14,1156,157,5,72.8777466905869,10.0159760017903,33.6757749772584,6.45086024461792,12.1216263580181,3.91301228983002,7.34335900638948,27.8993554866969,266.810292623533,9.03911786152672
1.6627,196.554778335854,244.753368930965,8.09792149943453,6625,983,25,2919,381,13,73.4147023975513,10.7526345706633,32.7769918858459,6.45086024461792,15.8769704243434,5.18084002320199,6.52799233223628,37.2803000527932,257.7535407649,7.43259688515039
27.0131,182.596858044767,216.649502325269,8.43362073943279,4400,663,20,2107,318,10,76.5087725272167,11.2831357132874,31.2568697548926,6.9197775172745,12.0099509211303,5.40358274630922,11.5719502378273,22.8687023550158,340.5229891716,6.74941762682443
17.9254,173.874955579241,252.188449296005,6.5597457959712,4535,850,14,-1,-1,-1,77.5023683548374,11.4709535661528,34.936770769103,7.10000703482981,11.6132655930321,3.81170173916159,11.1331805848255,61.6734466347481,292.80968270134,4.31594041054589
2.60214,185.413980268282,219.999920335334,5.94943611308858,4459,615,9,2655,366,4,123.138761792191,16.9301406106539,42.894740224185,8.81450027981153,14.7522501782093,5.97700948713745,10.3883287849478,45.0741858843966,217.431603275616,4.94076577074921
36.2339,155.733953225043,171.81925558779,5.78613504334997,3348,520,7,2242,360,4,51.9693315228548,9.16991626645139,25.0324284579038,6.33966577633028,10.1552051876578,5.18084002320199,14.3996308182046,37.5107934405576,218.65009319104,11.1516151261802
7.54143,97.8999499499374,84.1283657720374,3.77971607877395,2044,278,6,935,127,1,43.6448487059784,7.63552698789731,22.1462893222575,4.80504528727274,10.8941189520474,4.00991563658571,10.2310652521222,47.0766072744615,140.235444056463,7.92901522464038
5.64129,171.700892340828,207.053556101015,7.24514960229048,3092,513,13,854,150,6,77.9299174071756,12.3627089467246,32.1882296522948,7.21444827868697,9.83772704498768,4.36085615277429,10.0644869139481,36.0092747139919,123.404360184898,7.99416287668411
53.0266,155.607106438764,157.754712623559,6.26256279129323,2637,363,7,527,72,1,43.5202883884615,7.87758533681649,14.9610017252983,4.00991563658571,0.456646388564636,0.743491774985175,19.1805980646054,53.3344140668852,382.418955394362,12.0467111498888
1.77304,215.559187349098,274.273235176626,7.62384726823923,6319,918,14,3095,459,6,92.4571593024548,12.7547692039215,37.5028403983736,7.15776625747062,13.0618855292913,5.29462068239259,16.5089352169646,48.8689003917863,302.858431938175,9.97591274097027
10.2195,153.164428913331,209.058288935479,6.26256279129323,3086,659,7,117,25,1,120.800544399298,23.8452096226928,45.1970517481695,11.023350931657,12.2224938572338,6.06178411138059,10.4642228396818,54.763114804591,141.957140638177,4.85390789677198
5.04317,213.21152385502,252.622884533128,9.16216419929624,6311,898,23,4148,571,15,81.0233687502298,10.923394589982,31.7551083031923,6.72793834252502,13.1410213825057,5.29462068239259,9.17087608592437,26.702095639756,170.456887231903,6.72857069326356
11.2512,179.60396471443,208.587325642188,6.70299842836727,4829,719,15,488,74,1,66.645061123789,10.1709177719105,27.6320514019635,6.1440369201676,10.2981557107202,3.81170173916159,3.84577240693943,34.1148915950874,257.44471066817,9.39897867357024
2.34323,188.252463847384,331.084632879781,5.94943611308858,6457,1506,11,1477,730,2,130.219621835311,16.1547664890087,53.3271750661545,9.23437246492539,17.9750982984224,7.10000703482981,7.34087940085251,42.448913922002,270.225521842931,5.69047524055534
2.21136,167.564147153813,229.47174077827,6.26256279129323,4301,955,11,785,117,2,77.5099193735633,16.2676818260697,29.734375591908,8.41445288283238,10.0545472621879,4.93670377332229,13.433942280871,48.0842808662332,117.052532677608,10.5788010766664
3.70995,217.143788412996,268.375633737944,9.91895588780585,6785,962,32,2582,348,12,83.7566678220242,10.6124639332809,39.5747433913863,6.6947141871401,14.6073133369692,4.8717524291741,12.5365828375272,20.7487709161355,164.087165655036,8.91639750310079
11.6179,213.814735363459,360.898006983287,6.26256279129323,1267,653,4,276,41,0,110.563682409357,15.9409211021245,45.330595634173,9.14183348607509,15.2591018442024,5.8895321224139,7.14711112528317,51.6574106218964,236.121432365546,4.92514201282467
8.34036,195.35247654894,235.32170837695,7.50000000000001,5383,797,16,1467,223,5,71.3283711959364,10.1709177719105,27.1954758629053,5.65762756635475,12.4498376646538,4.00991563658571,11.784508099619,41.1577427268457,291.056894946898,9.92893698165519
0.55675,189.081134599939,249.029184885091,5.94943611308858,5080,882,11,1175,318,3,120.801507669254,16.7503639576542,47.8853246079781,9.38345601391453,17.3516391225029,7.43124785106051,5.82283021205379,47.3177220188022,184.058098926449,8.02626220600382
14.1205,178.510387512741,267.104682809471,5.61785797783917,3085,568,6,1330,308,1,104.504971138037,15.4957967143238,41.2550615782607,8.29659168470429,16.6793299495566,6.33966577633028,10.1009518393835,50.8460823438065,244.164403120479,3.25402536164133
1.89725,247.503506989381,405.707393296982,7.74546267495199,5954,1303,14,3621,1008,9,136.983465940222,16.4890667753848,57.2041575747941,9.67781140166754,22.1916937855509,7.32475465863435,8.71259188777538,23.1807029804681,218.873972402193,9.6992027686354
18.4261,236.260361789367,367.955341005475,7.62384726823923,6392,1229,15,1485,466,3,137.573525241593,16.5202259705845,56.7944798194753,9.52660318874115,18.6834185560077,6.18426914720145,6.51782559263505,33.3847019768201,365.924583993141,6.63528281487527
28.4329,197.118055434458,244.533240719676,7.24514960229048,4095,540,9,514,67,0,74.2652434083471,12.4694888942074,22.8337748485004,6.52265809901071,5.30674785824373,2.7592278695768,13.571468735466,50.9505779414882,393.361684996908,7.40386944888436
0.930833,206.949754725867,246.950036145925,8.21157782028964,5694,832,19,1871,263,4,78.204557259353,11.3777440198282,30.4500163503739,5.65762756635475,10.3542160613835,2.37886580797276,14.4127341054867,43.4827644922003,137.634313331486,11.0866133592532
2.03703,169.207476472262,244.313028043998,6.26256279129323,2710,827,6,333,350,1,89.2708710192533,13.6368487612457,34.7559482711884,6.9197775172745,7.66957052023171,3.47609101536218,15.5813782806453,45.1470803763535,410.418185876288,6.06225085430053
3.30935,171.43586710943,210.233727305481,7.50000000000001,3213,542,17,1301,231,6,76.3744206684851,11.9749505754141,29.6291167981568,6.6947141871401,9.91753063840081,4.1028210151304,13.8354300999391,30.6583221186799,160.57134676408,5.39696473721344
8.1481,113.620067462357,115.104596536937,4.68441189007035,2059,336,8,873,137,4,25.6275249233043,4.97558582846753,12.5075327439849,2.57858283255199,6.14702059074428,1.22865469807759,10.8301516449463,29.7484197242327,251.158914789989,5.02425172948758
14.8378,158.71092059969,162.237991763347,6.41301228983002,2637,363,7,527,72,1,41.5987322038922,7.31425168498385,13.2999775723836,3.81170173916159,0.917995859975122,0.743491774985175,19.0662034644979,56.1591475691489,312.831171371052,10.5041240322499
2.3757,191.411478459785,218.26967920061,8.75453071897261,4710,657,22,2314,322,11,73.4229762591559,9.97657784895093,35.9933150881935,6.52265809901071,13.6425870102584,4.66591022465882,6.88253256807464,32.0702232462681,172.908375688951,10.7519298544839
1.5122,213.58293067866,366.75228569121,6.5597457959712,6838,1958,14,3099,660,4,139.04912899367,15.9907614313856,53.2819774885216,9.38345601391453,18.2158607021321,6.98106495240885,6.93016705857194,34.5350253117385,201.641018391403,5.92836409213454
8.78409,236.964432499902,331.664862979332,7.98240678157369,6717,1234,16,2738,549,6,107.665807298585,13.4321351417056,43.6637149559917,7.45730939615518,16.4119447644499,5.29462068239259,8.16515324714175,34.0330504974405,395.471386941556,9.2809956670718
1.78216,253.828067263934,342.322480106588,7.62384726823923,8805,1300,14,1640,358,2,135.491718855349,18.1473230580821,53.2301393169204,10.5719689259385,13.7626031457423,6.72793834252502,4.21376543625601,52.3127905558898,370.022927430032,5.82078487959918
31.5498,218.707951827749,346.128384106034,7.11389130854694,7026,1385,16,1533,355,3,139.604803308088,16.9597439859031,54.6528587314024,9.56846729288096,17.0219800598349,5.2383625553961,6.93415836842706,54.3011876894192,445.932950879511,8.03088951116294
1.86928,140.786553988812,203.495460825026,4.47456858972272,2502,816,6,430,208,1,114.174743130893,15.9075264098404,47.3696833425962,9.58231567083546,16.6385762113492,7.24239925364275,8.15725548797972,36.6149531962179,281.887886342797,5.80570261324018
0.777708,265.970147591108,367.492826429164,8.21157782028964,8418,1275,15,2751,512,3,131.453450153115,18.1731670716072,50.7882352473075,10.1689887416271,17.9792836035341,7.75424500625791,7.72973401430379,38.8518766239039,336.700850929514,4.66630312467655
1.48833,214.083317264429,271.436569923449,7.37380818787575,6807,1143,15,1973,284,3,96.6483744836569,12.5746113519889,33.5190338875011,7.63390041419535,8.26935940105554,4.36085615277429,15.8749020453968,47.2656667878332,113.988518711692,9.50351165546737
1.88545,210.574692755276,282.398909239314,6.5597457959712,5151,913,9,1867,425,2,117.622575422327,16.4106646847626,43.3845689570125,8.91596406375425,15.3770024408697,6.48698354997035,10.1794120525061,47.8502717270465,207.051907103972,4.52778488491696
17.2585,115.337121150981,136.008830980999,3.77971607877395,678,91,0,-1,-1,-1,44.882733185158,8.27400751061499,19.2206779371459,5.2383625553961,5.62692917256335,3.21875914758613,16.4563748049243,64.0269946579568,113.849783999242,8.1042158939749
1.61995,168.997075998392,229.47174077827,5.61785797783917,4648,764,10,2006,280,3,114.006495892771,16.5822042913226,43.6804791203575,9.27975395707364,16.3572982808681,6.37721516057265,9.05523904047642,22.3616753630488,259.036234015311,7.05921730014211
0.58028,254.764483525273,354.533252822728,7.86495035780316,12380,2106,23,6132,939,12,109.612224638561,16.3474158785281,46.5530548317904,9.71798849396138,18.7216405717349,7.68258740817868,8.77295010791993,35.2835338143247,314.707883175146,6.22952121993671
1.21297,103.924501414923,104.587195772647,4.47456858972272,1579,269,5,682,112,2,32.5443270743749,7.31425168498385,12.1011281394852,4.00991563658571,4.50997043962511,2.15484540552628,15.8748871583196,42.3401379315695,91.8204329108587,8.12699432836521
10.4828,181.303027798234,206.93537373608,7.62384726823923,4099,554,16,1782,251,6,55.7435542610737,9.12397606282185,20.3007007612895,5.06173308542779,8.19724126909993,3.21875914758613,15.384125024101,37.8945908108649,416.889303586922,8.60584341691293
5.34763,126.639029847088,120.063303885045,5.07858283255199,2276,319,9,374,49,1,62.7529153680308,9.7342665053767,30.8916430935059,6.62711015219498,10.9197085139294,3.70550563296124,10.9266786440385,26.5719453140608,338.448667780588,9.35891814635955
2.93853,128.889266175649,141.333283852686,5.94943611308858,1870,319,10,427,70,2,42.7754159093047,8.93614118031312,21.7352827855112,5.84471771197699,10.4403162284015,4.36085615277429,9.88819050528888,52.9708783180297,81.4892547848664,5.23819362834115
7.90504,106.258948821795,90.9376278051341,4.47456858972272,1593,221,6,559,75,1,50.9562393050681,8.79073181020461,20.6123637569297,5.34967527040807,5.75951772455924,2.7592278695768,13.6910107763731,50.1175215360403,264.256888445845,8.60128455780406
0.563141,187.409609048749,261.35310182658,5.26460875399433,6076,1182,11,1206,317,2,117.861045867402,15.6180492202749,50.1133965181952,8.99831279621593,18.9707325963259,6.30161234813408,11.629257359801,42.446093905022,270.773085519943,9.83574667858392
1.17226,129.28594745821,184.790373282851,4.02374658819718,2891,695,6,1535,213,1,71.1415981762912,13.8577501396113,28.0245611962159,7.18623908994112,13.0345906243257,5.55892882483377,13.0645422627163,46.237224583053,379.616465773982,8.33956340243241
6.51666,204.164982477626,279.805505221609,6.26256279129323,6784,1260,13,4342,792,6,126.270253573261,15.6526426532743,53.3032180786917,9.66432074338436,22.4246027224857,7.96006490992757,7.95661106207916,45.6125842847806,229.122582932205,7.32099151950189
1.93649,133.085158326146,220.69039509109,4.68441189007035,2097,963,5,1240,562,2,74.2885792143995,12.6781374508233,27.1829790146359,6.37721516057265,12.4065011344952,5.50816239137893,9.20865437358766,33.4405138415048,239.720778013828,8.40914585759401
8.30694,202.127411192128,265.087051628536,6.10813523100386,7854,1083,15,4062,577,8,125.697744726928,17.1497543583615,52.7455401272086,10.1453055835447,22.3701352829826,7.80113687822274,8.26141437653576,37.9655888365416,278.490375637274,4.5148175973709
10.5038,205.470479827854,243.651881822338,9.54947372807057,6764,959,33,2536,346,13,82.6538004756817,10.6829581039153,34.7256882154017,6.37721516057265,14.319151681236,4.59322595812653,10.0613137219352,29.7788081151997,191.86859837668,8.45617429112353
10.5875,200.652411779382,232.517050648993,9.16216419929624,6658,945,29,3390,492,15,77.3387900753667,10.3218190455462,33.8879786221034,6.72793834252502,12.0721718087582,5,9.64350713502498,30.2887091859824,185.751946172132,9.39669346565601
3.02591,221.186021067629,359.498160048037,7.24514960229048,5687,1335,15,1709,364,4,142.737428056465,16.7352121606521,54.1832705589464,9.24956393223964,17.3706747811124,5.45639552591273,7.18778804889322,47.2354081239322,423.957052021346,8.91066836927553
11.8626,206.451433192483,290.426070681056,7.74546267495199,6128,1240,19,3208,558,8,117.833265252139,15.2455778216935,52.1723867355117,9.21911586772613,19.1487195319854,6.55789624365015,9.83600412507082,32.5611962238166,337.679481530938,5.54794791008
12.1663,169.090619263594,204.803147895638,6.97988832319866,2813,389,11,395,60,1,65.6444234013125,9.65111880416095,29.3309739045112,6.26303939216163,11.2796478828487,4.1028210151304,4.99481662931822,44.6747457904941,162.934692515937,6.29626648026076
